split,source_image_member,processed_image,class_id,class_name,source_geometry,x1,y1,x2,y2,x_center_norm,y_center_norm,width_norm,height_norm,bbox_area_ratio
train,Training/images/고철류/고철/12_X046_C900_1218/12_X046_C900_1218_0.jpg,12_X046_C900_1218_0.jpg,0,고철류/고철,POLYGON->BOX,614.0,980.0,775.0,1131.0,0.36171875,0.5497395833333333,0.08385416666666666,0.07864583333333333,0.006594780815972222
train,Training/images/고철류/고철/12_X058_C803_0218/12_X058_C803_0218_2.jpg,12_X058_C803_0218_2.jpg,0,고철류/고철,BOX,709.0,250.0,1225.0,857.0,0.5031217481789803,0.5120259019426457,0.2684703433922997,0.5615171137835338,0.15075069235811833
train,Training/images/고철류/골프채/12_X011_C976_0319/12_X011_C976_0319_0.jpg,12_X011_C976_0319_0.jpg,1,고철류/골프채,BOX,736.0,577.0,857.0,1705.0,0.553125,0.5939614783966684,0.08402777777777778,0.5871941697032795,0.04934062120423391
train,Training/images/고철류/골프채/12_X011_C979_0319/12_X011_C979_0319_3.jpg,12_X011_C979_0319_3.jpg,1,고철류/골프채,BOX,804.0,38.0,1138.0,981.0,0.5054659031754295,0.47175925925925927,0.17386777719937532,0.8731481481481481,0.1518123276842694
train,Training/images/고철류/골프채/12_X014_C500_0319/12_X014_C500_0319_4.jpg,12_X014_C500_0319_4.jpg,1,고철류/골프채,BOX,70.0,467.0,1252.0,735.0,0.45902777777777776,0.31285788651743884,0.8208333333333333,0.13951067152524727,0.11451500954364047
train,Training/images/고철류/골프채/12_X024_C979_0318/12_X024_C979_0318_0.jpg,12_X024_C979_0318_0.jpg,1,고철류/골프채,BOX,824.0,166.0,1072.0,761.0,0.493492972410203,0.42916666666666664,0.1290994273815721,0.5509259259259259,0.07112422156669944
train,Training/images/고철류/골프채/12_X027_C509_0328/12_X027_C509_0328_0.jpg,12_X027_C509_0328_0.jpg,1,고철류/골프채,BOX,166.0,742.0,1470.0,859.0,0.42581988547631444,0.5559027777777777,0.678813118167621,0.08125,0.05515356585111921
train,Training/images/고철류/골프채/12_X029_C973_0319/12_X029_C973_0319_3.jpg,12_X029_C973_0319_3.jpg,1,고철류/골프채,BOX,202.0,518.0,1432.0,1486.0,0.5673611111111111,0.521603331598126,0.8541666666666666,0.5039042165538782,0.4304181849731043
train,Training/images/고철류/골프채/12_X095_C973_0318/12_X095_C973_0318_3.jpg,12_X095_C973_0318_3.jpg,1,고철류/골프채,BOX,239.0,110.0,1685.0,1361.0,0.5007808433107757,0.5107638888888889,0.7527329515877147,0.86875,0.6539367516918272
train,Training/images/고철류/골프채/12_X105_C500_0319/12_X105_C500_0319_4.jpg,12_X105_C500_0319_4.jpg,1,고철류/골프채,BOX,41.0,542.0,1274.0,948.0,0.4565972222222222,0.38781884435190006,0.85625,0.21134825611660593,0.18096694429984383
train,Training/images/고철류/골프채/12_X169_C500_0319/12_X169_C500_0319_0.jpg,12_X169_C500_0319_0.jpg,1,고철류/골프채,BOX,555.0,305.0,669.0,952.0,0.425,0.3271733472149922,0.07916666666666666,0.3368037480478917,0.026663630053791427
train,Training/images/고철류/기타/12_X001_C055_0131/12_X001_C055_0131_1.jpg,12_X001_C055_0131_1.jpg,2,고철류/기타,BOX,516.0,360.0,1208.0,853.0,0.44849115504682624,0.561054579093432,0.3600416233090531,0.45605920444033304,0.1642002962917328
train,Training/images/고철류/기타/12_X005_C323_0201/12_X005_C323_0201_3.jpg,12_X005_C323_0201_3.jpg,2,고철류/기타,BOX,577.0,197.0,1392.0,814.0,0.5122268470343392,0.46762257169287696,0.42403746097814776,0.5707678075855689,0.24202693193664862
train,Training/images/고철류/기타/12_X006_C055_0131/12_X006_C055_0131_3.jpg,12_X006_C055_0131_3.jpg,2,고철류/기타,BOX,510.0,52.0,1106.0,843.0,0.42039542143600417,0.4139685476410731,0.3100936524453694,0.7317298797409806,0.22690479101229158
train,Training/images/고철류/기타/12_X008_C058_0201/12_X008_C058_0201_2.jpg,12_X008_C058_0201_2.jpg,2,고철류/기타,BOX,713.0,383.0,1323.0,991.0,0.5299323269130661,0.47708333333333336,0.3175429463820927,0.4222222222222222,0.1340736884724391
train,Training/images/고철류/기타/12_X010_C055_0129/12_X010_C055_0129_4.jpg,12_X010_C055_0129_4.jpg,2,고철류/기타,BOX,636.0,47.0,1600.0,642.0,0.5816857440166493,0.318686401480111,0.5015608740894901,0.5504162812210915,0.2760672711223373
train,Training/images/고철류/기타/12_X012_C058_0201/12_X012_C058_0201_0.jpg,12_X012_C058_0201_0.jpg,2,고철류/기타,BOX,967.0,171.0,1363.0,1232.0,0.6064549713690786,0.48715277777777777,0.20614263404476835,0.7368055555555556,0.1518870380010411
train,Training/images/고철류/기타/12_X014_C058_0201/12_X014_C058_0201_4.jpg,12_X014_C058_0201_4.jpg,2,고철류/기타,BOX,1033.0,438.0,1279.0,676.0,0.6017699115044248,0.38680555555555557,0.12805830296720458,0.16527777777777777,0.02116519174041298
train,Training/images/고철류/기타/12_X019_C171_0129/12_X019_C171_0129_3.jpg,12_X019_C171_0129_3.jpg,2,고철류/기타,BOX,325.0,268.0,1547.0,1173.0,0.4872462259239979,0.5003472222222223,0.6361270171785528,0.6284722222222222,0.39978816010179885
train,Training/images/고철류/기타/12_X022_C171_0129/12_X022_C171_0129_1.jpg,12_X022_C171_0129_1.jpg,2,고철류/기타,BOX,255.0,261.0,1609.0,1121.0,0.4851639770952629,0.4798611111111111,0.704841228526809,0.5972222222222222,0.420946844814622
train,Training/images/고철류/비철금속/12_X001_C022_0928/12_X001_C022_0928_0.jpg,12_X001_C022_0928_0.jpg,3,고철류/비철금속,BOX,391.0,385.0,1591.0,1342.0,0.5161458333333333,0.5996527777777778,0.625,0.6645833333333333,0.4153645833333333
train,Training/images/고철류/비철금속/12_X001_C162_1111/12_X001_C162_1111_2.jpg,12_X001_C162_1111_2.jpg,3,고철류/비철금속,BOX,824.0,361.0,1260.0,1178.0,0.5427083333333333,0.534375,0.22708333333333333,0.5673611111111111,0.12883825231481483
train,Training/images/고철류/비철금속/12_X001_C205_1005/12_X001_C205_1005_1.jpg,12_X001_C205_1005_1.jpg,3,고철류/비철금속,BOX,653.0,176.0,1320.0,800.0,0.5138020833333333,0.45185185185185184,0.34739583333333335,0.5777777777777777,0.2007175925925926
train,Training/images/고철류/비철금속/12_X004_C026_0924/12_X004_C026_0924_0.jpg,12_X004_C026_0924_0.jpg,3,고철류/비철금속,BOX,478.0,470.0,1503.0,1078.0,0.5158854166666667,0.5375,0.5338541666666666,0.4222222222222222,0.2254050925925926
train,Training/images/고철류/비철금속/12_X006_C189_1112/12_X006_C189_1112_1.jpg,12_X006_C189_1112_1.jpg,3,고철류/비철금속,BOX,425.0,490.0,1202.0,984.0,0.4236979166666667,0.38385416666666666,0.4046875,0.25729166666666664,0.10412272135416667
train,Training/images/고철류/비철금속/12_X008_C709_1215/12_X008_C709_1215_0.jpg,12_X008_C709_1215_0.jpg,3,고철류/비철금속,BOX,132.0,474.0,1824.0,834.0,0.509375,0.45416666666666666,0.88125,0.25,0.2203125
train,Training/images/고철류/비철금속/12_X010_C324_1123/12_X010_C324_1123_3.jpg,12_X010_C324_1123_3.jpg,3,고철류/비철금속,BOX,388.0,603.0,1861.0,776.0,0.5856770833333333,0.47881944444444446,0.7671875,0.12013888888888889,0.09216905381944444
train,Training/images/고철류/비철금속/12_X011_C187_1112/12_X011_C187_1112_2.jpg,12_X011_C187_1112_2.jpg,3,고철류/비철금속,BOX,553.0,131.0,1743.0,1287.0,0.5979166666666667,0.49236111111111114,0.6197916666666666,0.8027777777777778,0.49755497685185185
train,Training/images/고철류/비철금속/12_X024_C053_1111/12_X024_C053_1111_0.jpg,12_X024_C053_1111_0.jpg,3,고철류/비철금속,BOX,408.0,175.0,1526.0,933.0,0.5036458333333333,0.512962962962963,0.5822916666666667,0.7018518518518518,0.40868248456790124
train,Training/images/고철류/전기프라이팬/12_X001_C058_0202/12_X001_C058_0202_2.jpg,12_X001_C058_0202_2.jpg,4,고철류/전기프라이팬,BOX,435.0,168.0,1601.0,715.0,0.5299323269130661,0.30659722222222224,0.6069755335762623,0.3798611111111111,0.23056640060153855
train,Training/images/고철류/전기프라이팬/12_X001_C058_0202/12_X001_C058_0202_2.jpg,12_X001_C058_0202_2.jpg,11,나무/액자,BOX,873.0,949.0,1134.0,1155.0,0.5223841749089017,0.7305555555555555,0.13586673607496097,0.14305555555555555,0.01943649141072358
train,Training/images/고철류/전기프라이팬/12_X001_C163_0108/12_X001_C163_0108_4.jpg,12_X001_C163_0108_4.jpg,4,고철류/전기프라이팬,BOX,130.0,328.0,1664.0,872.0,0.46694429984383135,0.4166666666666667,0.7985424258198854,0.37777777777777777,0.3016715830875123
train,Training/images/고철류/전기프라이팬/12_X001_C171_1007/12_X001_C171_1007_3.jpg,12_X001_C171_1007_3.jpg,4,고철류/전기프라이팬,BOX,475.0,203.0,1288.0,1014.0,0.4591145833333333,0.42256944444444444,0.4234375,0.5631944444444444,0.23847764756944445
train,Training/images/고철류/전기프라이팬/12_X005_C187_1023/12_X005_C187_1023_1.jpg,12_X005_C187_1023_1.jpg,4,고철류/전기프라이팬,BOX,115.0,307.0,1828.0,963.0,0.5059895833333333,0.4409722222222222,0.8921875,0.45555555555555555,0.4064409722222222
train,Training/images/고철류/전기프라이팬/12_X009_C024_1112/12_X009_C024_1112_0.jpg,12_X009_C024_1112_0.jpg,4,고철류/전기프라이팬,BOX,144.0,197.0,1825.0,898.0,0.5127604166666667,0.3802083333333333,0.8755208333333333,0.48680555555555555,0.4262084056712963
train,Training/images/고철류/전기프라이팬/12_X009_C193_1116/12_X009_C193_1116_0.jpg,12_X009_C193_1116_0.jpg,4,고철류/전기프라이팬,BOX,387.0,272.0,1662.0,1041.0,0.53359375,0.45590277777777777,0.6640625,0.5340277777777778,0.3546278211805556
train,Training/images/고철류/전기프라이팬/12_X012_C188_1127/12_X012_C188_1127_2.jpg,12_X012_C188_1127_2.jpg,4,고철류/전기프라이팬,BOX,512.0,186.0,1437.0,1242.0,0.5075520833333333,0.49583333333333335,0.4817708333333333,0.7333333333333333,0.3532986111111111
train,Training/images/고철류/전기프라이팬/12_X012_C331_1117/12_X012_C331_1117_1.jpg,12_X012_C331_1117_1.jpg,4,고철류/전기프라이팬,BOX,278.0,491.0,1726.0,941.0,0.521603331598126,0.49722222222222223,0.7537740760020822,0.3125,0.2355543987506507
train,Training/images/고철류/전기프라이팬/12_X062_C709_1216/12_X062_C709_1216_2.jpg,12_X062_C709_1216_2.jpg,4,고철류/전기프라이팬,BOX,296.0,437.0,1347.0,1243.0,0.4278645833333333,0.5833333333333334,0.5473958333333333,0.5597222222222222,0.3063896122685185
train,Training/images/고철류/주전자/12_X001_C331_1210/12_X001_C331_1210_4.jpg,12_X001_C331_1210_4.jpg,5,고철류/주전자,BOX,143.0,348.0,813.0,879.0,0.24895833333333334,0.42604166666666665,0.3489583333333333,0.36875,0.12867838541666668
train,Training/images/고철류/주전자/12_X001_C331_1210/12_X001_C331_1210_4.jpg,12_X001_C331_1210_4.jpg,0,고철류/고철,BOX,995.0,629.0,1645.0,1168.0,0.6875,0.6239583333333333,0.3385416666666667,0.37430555555555556,0.12671802662037038
train,Training/images/고철류/주전자/12_X001_C333_1110/12_X001_C333_1110_2.jpg,12_X001_C333_1110_2.jpg,5,고철류/주전자,BOX,570.0,109.0,1461.0,804.0,0.4448094612352168,0.42268518518518516,0.3902759526938239,0.6435185185185185,0.25114980289093297
train,Training/images/고철류/주전자/12_X002_C194_1023/12_X002_C194_1023_0.jpg,12_X002_C194_1023_0.jpg,5,고철류/주전자,BOX,655.0,105.0,1178.0,777.0,0.47734375,0.4083333333333333,0.27239583333333334,0.6222222222222222,0.16949074074074075
train,Training/images/고철류/주전자/12_X005_C189_1123/12_X005_C189_1123_0.jpg,12_X005_C189_1123_0.jpg,5,고철류/주전자,BOX,917.0,161.0,1201.0,781.0,0.5515625,0.2453125,0.14791666666666667,0.3229166666666667,0.047764756944444445
train,Training/images/고철류/주전자/12_X006_C331_1118/12_X006_C331_1118_4.jpg,12_X006_C331_1118_4.jpg,5,고철류/주전자,BOX,310.0,261.0,1371.0,1109.0,0.43776041666666665,0.4756944444444444,0.5526041666666667,0.5888888888888889,0.3254224537037037
train,Training/images/고철류/주전자/12_X008_C058_1105/12_X008_C058_1105_1.jpg,12_X008_C058_1105_1.jpg,5,고철류/주전자,BOX,682.0,240.0,1432.0,1203.0,0.5505208333333333,0.5010416666666667,0.390625,0.66875,0.26123046875
train,Training/images/고철류/주전자/12_X009_C172_1127/12_X009_C172_1127_3.jpg,12_X009_C172_1127_3.jpg,5,고철류/주전자,BOX,777.0,532.0,1248.0,977.0,0.52734375,0.5239583333333333,0.2453125,0.3090277777777778,0.07580837673611111
train,Training/images/고철류/주전자/12_X011_C178_1127/12_X011_C178_1127_4.jpg,12_X011_C178_1127_4.jpg,5,고철류/주전자,BOX,594.0,217.0,1350.0,1094.0,0.5059864653826133,0.4552083333333333,0.3935450286309214,0.6090277777777777,0.23967985424258198
train,Training/images/고철류/주전자/12_X021_C172_0107/12_X021_C172_0107_2.jpg,12_X021_C172_0107_2.jpg,5,고철류/주전자,BOX,685.0,312.0,1381.0,907.0,0.5380208333333333,0.4232638888888889,0.3625,0.4131944444444444,0.1497829861111111
train,Training/images/고철류/철옷걸이/12_X001_C211_1208/12_X001_C211_1208_3.jpg,12_X001_C211_1208_3.jpg,6,고철류/철옷걸이,BOX,807.0,153.0,1088.0,477.0,0.4934895833333333,0.21875,0.14635416666666667,0.225,0.0329296875
train,Training/images/고철류/철옷걸이/12_X001_C211_1208/12_X001_C211_1208_3.jpg,12_X001_C211_1208_3.jpg,6,고철류/철옷걸이,BOX,690.0,661.0,1164.0,1267.0,0.4828125,0.6694444444444444,0.246875,0.42083333333333334,0.10389322916666667
train,Training/images/고철류/철옷걸이/12_X003_C163_1202/12_X003_C163_1202_2.jpg,12_X003_C163_1202_2.jpg,6,고철류/철옷걸이,BOX,1023.0,641.0,1742.0,975.0,0.7200520833333334,0.5611111111111111,0.37447916666666664,0.23194444444444445,0.08685836226851852
train,Training/images/고철류/철옷걸이/12_X003_C163_1202/12_X003_C163_1202_2.jpg,12_X003_C163_1202_2.jpg,6,고철류/철옷걸이,BOX,113.0,660.0,926.0,1023.0,0.27057291666666666,0.584375,0.4234375,0.2520833333333333,0.10674153645833333
train,Training/images/고철류/철옷걸이/12_X006_C163_1207/12_X006_C163_1207_0.jpg,12_X006_C163_1207_0.jpg,6,고철류/철옷걸이,BOX,276.0,349.0,637.0,1135.0,0.23776041666666667,0.5152777777777777,0.18802083333333333,0.5458333333333333,0.10262803819444444
train,Training/images/고철류/철옷걸이/12_X006_C163_1207/12_X006_C163_1207_0.jpg,12_X006_C163_1207_0.jpg,6,고철류/철옷걸이,BOX,1068.0,393.0,1341.0,1044.0,0.62734375,0.49895833333333334,0.1421875,0.45208333333333334,0.06428059895833334
train,Training/images/고철류/철옷걸이/12_X006_C169_1123/12_X006_C169_1123_4.jpg,12_X006_C169_1123_4.jpg,6,고철류/철옷걸이,BOX,550.0,95.0,1221.0,809.0,0.46095783446121813,0.4181313598519889,0.3492972410203019,0.6604995374653099,0.2307106661318183
train,Training/images/고철류/철옷걸이/12_X008_C052_1022/12_X008_C052_1022_2.jpg,12_X008_C052_1022_2.jpg,6,고철류/철옷걸이,BOX,208.0,470.0,1909.0,1128.0,0.5513020833333333,0.5548611111111111,0.8859375,0.45694444444444443,0.40482421875
train,Training/images/고철류/철옷걸이/12_X008_C169_1120/12_X008_C169_1120_1.jpg,12_X008_C169_1120_1.jpg,6,고철류/철옷걸이,BOX,390.0,241.0,1681.0,868.0,0.5393229166666667,0.38506944444444446,0.6723958333333333,0.4354166666666667,0.29277235243055555
train,Training/images/고철류/철옷걸이/12_X025_C193_1123/12_X025_C193_1123_1.jpg,12_X025_C193_1123_1.jpg,6,고철류/철옷걸이,BOX,533.0,228.0,1718.0,1088.0,0.5861979166666667,0.45694444444444443,0.6171875,0.5972222222222222,0.3685980902777778
train,Training/images/고철류/철옷걸이/12_X062_C509_0409/12_X062_C509_0409_3.jpg,12_X062_C509_0409_3.jpg,6,고철류/철옷걸이,POLYGON->BOX,442.0,426.0,1478.0,1115.0,0.4997397188964081,0.5350694444444445,0.5393024466423738,0.47847222222222224,0.258041240094858
train,Training/images/고철류/철옷걸이/12_X087_C058_0129/12_X087_C058_0129_0.jpg,12_X087_C058_0129_0.jpg,6,고철류/철옷걸이,BOX,461.0,305.0,1721.0,788.0,0.5679333680374805,0.3795138888888889,0.6559083810515357,0.33541666666666664,0.22000260281103592
train,Training/images/고철류/프라이팬/12_X001_C169_1102/12_X001_C169_1102_1.jpg,12_X001_C169_1102_1.jpg,7,고철류/프라이팬,BOX,591.0,102.0,1297.0,1188.0,0.49166666666666664,0.4479166666666667,0.36770833333333336,0.7541666666666667,0.27731336805555556
train,Training/images/고철류/프라이팬/12_X001_C190_1113/12_X001_C190_1113_3.jpg,12_X001_C190_1113_3.jpg,7,고철류/프라이팬,BOX,285.0,352.0,1414.0,921.0,0.44244791666666666,0.4420138888888889,0.5880208333333333,0.3951388888888889,0.23234989872685186
train,Training/images/고철류/프라이팬/12_X002_C331_1127/12_X002_C331_1127_3.jpg,12_X002_C331_1127_3.jpg,7,고철류/프라이팬,BOX,264.0,551.0,1675.0,1174.0,0.5049479166666667,0.5989583333333334,0.7348958333333333,0.4326388888888889,0.3179445167824074
train,Training/images/고철류/프라이팬/12_X005_C015_1119/12_X005_C015_1119_4.jpg,12_X005_C015_1119_4.jpg,7,고철류/프라이팬,BOX,415.0,130.0,1284.0,930.0,0.44244791666666666,0.49074074074074076,0.45260416666666664,0.7407407407407407,0.33526234567901236
train,Training/images/고철류/프라이팬/12_X008_C331_1103/12_X008_C331_1103_1.jpg,12_X008_C331_1103_1.jpg,7,고철류/프라이팬,BOX,103.0,472.0,1529.0,990.0,0.425,0.5076388888888889,0.7427083333333333,0.3597222222222222,0.2671686921296296
train,Training/images/고철류/프라이팬/12_X013_C172_0127/12_X013_C172_0127_3.jpg,12_X013_C172_0127_3.jpg,7,고철류/프라이팬,BOX,506.0,415.0,862.0,1025.0,0.3560645497136908,0.5,0.185320145757418,0.4236111111111111,0.0785036728555729
train,Training/images/고철류/프라이팬/12_X019_C058_1127/12_X019_C058_1127_0.jpg,12_X019_C058_1127_0.jpg,7,고철류/프라이팬,BOX,151.0,224.0,1767.0,885.0,0.49947916666666664,0.38506944444444446,0.8416666666666667,0.45902777777777776,0.38634837962962965
train,Training/images/고철류/프라이팬/12_X043_C520_0414/12_X043_C520_0414_1.jpg,12_X043_C520_0414_1.jpg,7,고철류/프라이팬,POLYGON->BOX,462.0,147.0,1371.0,729.0,0.47734375,0.40555555555555556,0.4734375,0.5388888888888889,0.25513020833333333
train,Training/images/고철류/프라이팬/12_X049_C520_0414/12_X049_C520_0414_4.jpg,12_X049_C520_0414_4.jpg,7,고철류/프라이팬,POLYGON->BOX,434.0,146.0,1517.0,1095.0,0.5078084331077564,0.4309027777777778,0.5637688703800104,0.6590277777777778,0.3715393458268263
train,Training/images/나무/기타/13_X001_C187_1215/13_X001_C187_1215_2.jpg,13_X001_C187_1215_2.jpg,8,나무/기타,BOX,656.0,278.0,1241.0,933.0,0.4940104166666667,0.4204861111111111,0.3046875,0.4548611111111111,0.13859049479166666
train,Training/images/나무/기타/13_X001_C806_0925/13_X001_C806_0925_2.jpg,13_X001_C806_0925_2.jpg,8,나무/기타,BOX,842.0,718.0,1122.0,1762.0,0.6819444444444445,0.6454971369078605,0.19444444444444445,0.5434669442998439,0.10567412805830297
train,Training/images/나무/기타/13_X002_C323_1214/13_X002_C323_1214_2.jpg,13_X002_C323_1214_2.jpg,8,나무/기타,BOX,568.0,496.0,1196.0,932.0,0.459375,0.6611111111111111,0.32708333333333334,0.40370370370370373,0.13204475308641975
train,Training/images/나무/기타/13_X002_C323_1214/13_X002_C323_1214_2.jpg,13_X002_C323_1214_2.jpg,8,나무/기타,BOX,848.0,195.0,1181.0,415.0,0.5283854166666667,0.2824074074074074,0.1734375,0.2037037037037037,0.03532986111111111
train,Training/images/나무/기타/13_X002_C509_0124/13_X002_C509_0124_4.jpg,13_X002_C509_0124_4.jpg,8,나무/기타,BOX,885.0,600.0,1152.0,1096.0,0.530192608016658,0.5888888888888889,0.13899010931806352,0.34444444444444444,0.047874370987332986
train,Training/images/나무/기타/13_X005_C801_0217/13_X005_C801_0217_2.jpg,13_X005_C801_0217_2.jpg,8,나무/기타,BOX,481.0,207.0,1380.0,614.0,0.4843831337844872,0.379740980573543,0.46798542425819883,0.37650323774283073,0.17619802744966415
train,Training/images/나무/기타/13_X009_C055_1211/13_X009_C055_1211_3.jpg,13_X009_C055_1211_3.jpg,8,나무/기타,BOX,140.0,217.0,637.0,576.0,0.20234375,0.36712962962962964,0.25885416666666666,0.33240740740740743,0.0860450424382716
train,Training/images/나무/기타/13_X009_C055_1211/13_X009_C055_1211_3.jpg,13_X009_C055_1211_3.jpg,8,나무/기타,BOX,622.0,146.0,1656.0,939.0,0.5932291666666667,0.5023148148148148,0.5385416666666667,0.7342592592592593,0.3954292052469136
train,Training/images/나무/기타/13_X015_C802_0221/13_X015_C802_0221_2.jpg,13_X015_C802_0221_2.jpg,8,나무/기타,POLYGON->BOX,183.0,309.0,1920.0,1248.0,0.5473711608537221,0.540625,0.9042165538781884,0.6520833333333333,0.5896245445080687
train,Training/images/나무/기타/13_X018_C710_1215/13_X018_C710_1215_0.jpg,13_X018_C710_1215_0.jpg,8,나무/기타,BOX,207.0,450.0,1244.0,1697.0,0.5038194444444445,0.5591145833333333,0.7201388888888889,0.6494791666666667,0.4677152054398148
train,Training/images/나무/기타/13_X052_C024_0224/13_X052_C024_0224_1.jpg,13_X052_C024_0224_1.jpg,8,나무/기타,BOX,346.0,211.0,1346.0,249.0,0.4403956272774597,0.21296296296296297,0.5205622071837585,0.03518518518518519,0.01831607766016928
train,Training/images/나무/기타/13_X052_C024_0224/13_X052_C024_0224_1.jpg,13_X052_C024_0224_1.jpg,8,나무/기타,BOX,282.0,568.0,1476.0,688.0,0.45757418011452367,0.5814814814814815,0.6215512753774076,0.1111111111111111,0.06906125281971195
train,Training/images/나무/나무행거/13_X001_C033_1020/13_X001_C033_1020_1.jpg,13_X001_C033_1020_1.jpg,9,나무/나무행거,BOX,130.0,344.0,1829.0,862.0,0.51015625,0.41875,0.8848958333333333,0.3597222222222222,0.31831669560185183
train,Training/images/나무/나무행거/13_X001_C042_1014/13_X001_C042_1014_0.jpg,13_X001_C042_1014_0.jpg,9,나무/나무행거,BOX,619.0,400.0,1150.0,960.0,0.46067708333333335,0.4722222222222222,0.2765625,0.3888888888888889,0.10755208333333334
train,Training/images/나무/나무행거/13_X001_C323_0208/13_X001_C323_0208_0.jpg,13_X001_C323_0208_0.jpg,9,나무/나무행거,BOX,728.0,362.0,1219.0,602.0,0.5065036420395421,0.44588344125809437,0.2554630593132154,0.22201665124884365,0.05671705294650481
train,Training/images/나무/나무행거/13_X001_C323_1202/13_X001_C323_1202_4.jpg,13_X001_C323_1202_4.jpg,9,나무/나무행거,BOX,438.0,268.0,1528.0,794.0,0.5119791666666667,0.49166666666666664,0.5677083333333334,0.48703703703703705,0.2764949845679012
train,Training/images/나무/나무행거/13_X002_C509_1229/13_X002_C509_1229_1.jpg,13_X002_C509_1229_1.jpg,9,나무/나무행거,BOX,454.0,221.0,1301.0,1844.0,0.45703125,0.5377604166666666,0.44114583333333335,0.8453125,0.37290608723958335
train,Training/images/나무/나무행거/13_X004_C704_1231/13_X004_C704_1231_4.jpg,13_X004_C704_1231_4.jpg,9,나무/나무행거,BOX,395.0,103.0,1575.0,1284.0,0.5130208333333334,0.48159722222222223,0.6145833333333334,0.8201388888888889,0.5040436921296296
train,Training/images/나무/나무행거/13_X005_C331_1117/13_X005_C331_1117_1.jpg,13_X005_C331_1117_1.jpg,9,나무/나무행거,BOX,383.0,516.0,1303.0,1027.0,0.43883394065590836,0.5357638888888889,0.4789172306090578,0.3548611111111111,0.16994910058418647
train,Training/images/나무/나무행거/13_X011_C187_1215/13_X011_C187_1215_2.jpg,13_X011_C187_1215_2.jpg,9,나무/나무행거,BOX,711.0,188.0,1094.0,1024.0,0.4700520833333333,0.42083333333333334,0.19947916666666668,0.5805555555555556,0.11580873842592593
train,Training/images/나무/나무행거/13_X031_C211_0108/13_X031_C211_0108_4.jpg,13_X031_C211_0108_4.jpg,9,나무/나무행거,BOX,945.0,429.0,1135.0,851.0,0.5416666666666666,0.4444444444444444,0.09895833333333333,0.29305555555555557,0.029000289351851852
train,Training/images/나무/도마/13_X003_C332_1124/13_X003_C332_1124_2.jpg,13_X003_C332_1124_2.jpg,10,나무/도마,BOX,434.0,237.0,1590.0,783.0,0.46808510638297873,0.47178538390379277,0.5346901017576319,0.5050878815911193,0.2700654908045023
